Country,Date,"Cumulative no. of confirmed, probable and suspected cases","Cumulative no. of confirmed, probable and suspected deaths",Temperature,Rainfall,Relative_Humidity
Sierra Leone,2015-09-29,13911.0,3955.0,25.0,19.0,86
Sierra Leone,2015-09-30,13911.0,3955.0,25.4,7.0,84
Sierra Leone,2015-10-01,13928.0,3955.0,25.2,23.1,86
Sierra Leone,2015-10-02,13931.0,3955.0,25.7,4.9,85
Sierra Leone,2015-10-05,13941.0,3955.0,25.7,13.6,84
Sierra Leone,2015-10-06,13945.0,3955.0,24.8,21.3,88
Sierra Leone,2015-10-07,13945.0,3955.0,25.3,5.3,83
Sierra Leone,2015-10-08,13956.0,3955.0,26.4,10.5,80
Sierra Leone,2015-10-09,13957.0,3955.0,25.1,26.7,89
Sierra Leone,2015-10-13,13982.0,3955.0,26.1,3.3,83
Sierra Leone,2015-10-15,13992.0,3955.0,24.9,14.2,90
Sierra Leone,2015-10-16,13992.0,3955.0,25.7,7.0,86
Sierra Leone,2015-10-20,14001.0,3955.0,25.1,20.3,86
Sierra Leone,2015-10-22,14031.0,3955.0,25.9,7.4,83
Sierra Leone,2015-10-23,14038.0,3955.0,26.8,0.6,81
Sierra Leone,2015-10-26,14052.0,3955.0,26.0,1.1,82
Sierra Leone,2015-10-27,14061.0,3955.0,25.7,16.3,85
Sierra Leone,2015-10-29,14066.0,3955.0,26.1,6.7,83
Sierra Leone,2015-10-30,14067.0,3955.0,25.8,12.9,84
Sierra Leone,2015-11-03,14089.0,3955.0,25.9,4.1,84
Sierra Leone,2015-11-05,14104.0,3955.0,25.6,20.5,87
Sierra Leone,2015-11-06,14109.0,3955.0,25.5,15.4,86
Sierra Leone,2015-11-10,14122.0,3955.0,25.6,10.5,85
Sierra Leone,2015-11-11,14122.0,3955.0,25.3,9.1,84
Sierra Leone,2015-11-12,14122.0,3955.0,26.1,10.4,82
Sierra Leone,2015-11-16,14122.0,3955.0,26.9,0.0,80
Sierra Leone,2015-11-17,14122.0,3955.0,26.5,1.6,80
Sierra Leone,2015-11-20,14122.0,3955.0,26.9,0.0,81
Sierra Leone,2015-11-24,14122.0,3955.0,26.7,5.0,80
Sierra Leone,2015-11-26,14122.0,3955.0,27.0,3.7,79
Sierra Leone,2015-12-01,14122.0,3955.0,27.5,0.0,77
Sierra Leone,2015-12-02,14122.0,3955.0,27.2,0.8,77
Sierra Leone,2015-12-03,14122.0,3955.0,27.4,0.0,77
Sierra Leone,2015-12-09,14122.0,3955.0,26.9,0.0,78
Sierra Leone,2015-12-10,14122.0,3955.0,26.9,0.0,75
Sierra Leone,2015-12-11,14122.0,3955.0,26.7,0.0,77
Sierra Leone,2015-12-15,14122.0,3955.0,26.4,0.3,81
Sierra Leone,2015-12-16,14122.0,3955.0,26.7,0.0,81
Sierra Leone,2015-12-17,14122.0,3955.0,26.6,0.0,77
Sierra Leone,2015-12-22,14122.0,3955.0,26.4,0.0,75
Sierra Leone,2015-12-23,14122.0,3955.0,26.6,0.0,76
Sierra Leone,2015-12-29,14122.0,3955.0,26.3,0.0,46
Sierra Leone,2016-03-23,14122.0,3955.0,27.1,0.0,73
